ix,iy,x_m,y_m,Lx1_m,Ly1_m,gap_m,Lx2_m,Ly2_m,x2_m,height_m,cost
4,8,-8.775e-06,-1.0125e-05,3e-07,1.75e-07,1e-07,1.75e-07,2e-07,8.75e-08,6.3e-07,0.266456521628418
4,9,-8.775e-06,-9.675e-06,3e-07,1.8e-07,1e-07,2.5e-07,2e-07,1.25e-07,6.3e-07,0.0148683053143755
4,10,-8.775e-06,-9.225e-06,2.25e-07,1.8e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.0404087154759159
4,11,-8.775e-06,-8.775e-06,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.0655407518359278
4,12,-8.775e-06,-8.325e-06,2.75e-07,1.75e-07,1.2e-07,1.5e-07,2e-07,8.25e-08,6.3e-07,0.30192288774369
4,13,-8.775e-06,-7.875e-06,2.75e-07,1.75e-07,1.2e-07,1.5e-07,2e-07,8.25e-08,6.3e-07,0.15478404565524
4,14,-8.775e-06,-7.425e-06,2.75e-07,1.8e-07,1.1e-07,2e-07,2e-07,9.75e-08,6.3e-07,0.128731193635617
4,15,-8.775e-06,-6.975e-06,2e-07,1.75e-07,1.2e-07,2e-07,2e-07,7e-08,6.3e-07,0.393735300090987
4,16,-8.775e-06,-6.525e-06,2.75e-07,1.8e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,1.13071065689905
4,17,-8.775e-06,-6.075e-06,2.75e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,1.1e-07,6.3e-07,1.77254018505721
4,18,-8.775e-06,-5.625e-06,2e-07,1.8e-07,1.2e-07,2.5e-07,2e-07,9.5e-08,6.3e-07,1.32080228692887
4,19,-8.775e-06,-5.175e-06,2e-07,1.8e-07,1.1e-07,2.25e-07,2e-07,7.25e-08,6.3e-07,0.88758919407717
4,20,-8.775e-06,-4.725e-06,2e-07,1.8e-07,1.1e-07,2.25e-07,2e-07,7.25e-08,6.3e-07,0.748843736333132
4,21,-8.775e-06,-4.275e-06,2e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,8.5e-08,6.3e-07,0.501589776045652
4,22,-8.775e-06,-3.825e-06,2.5e-07,1.7e-07,1e-07,1.5e-07,2e-07,5e-08,6.3e-07,0.505626294965723
4,23,-8.775e-06,-3.375e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.558939812387258
4,24,-8.775e-06,-2.925e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.244386417091926
4,25,-8.775e-06,-2.475e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.210961379732126
4,26,-8.775e-06,-2.025e-06,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.233264606551891
4,27,-8.775e-06,-1.575e-06,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.301473511385086
4,28,-8.775e-06,-1.125e-06,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.440123479938581
4,29,-8.775e-06,-6.74999999999999e-07,2.75e-07,1.8e-07,1e-07,2.5e-07,2e-07,1.125e-07,6.3e-07,0.500664785938211
4,30,-8.775e-06,-2.25e-07,2.75e-07,1.8e-07,1e-07,2.5e-07,2e-07,1.125e-07,6.3e-07,0.483505254346817
4,31,-8.775e-06,2.25e-07,2.5e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,9.75e-08,6.3e-07,0.447049173708277
4,32,-8.775e-06,6.74999999999999e-07,2.5e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,9.75e-08,6.3e-07,0.423124274894113
4,33,-8.775e-06,1.125e-06,2.5e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,9.75e-08,6.3e-07,0.417882901155056
4,34,-8.775e-06,1.575e-06,2e-07,1.7e-07,1.1e-07,2e-07,2e-07,6e-08,6.3e-07,0.433000287914761
4,35,-8.775e-06,2.025e-06,2e-07,1.7e-07,1.1e-07,2e-07,2e-07,6e-08,6.3e-07,0.486308285195779
4,36,-8.775e-06,2.475e-06,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.482973196376299
4,37,-8.775e-06,2.925e-06,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.471866837893279
4,38,-8.775e-06,3.375e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.471953808265534
4,39,-8.775e-06,3.825e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.578165472122186
4,40,-8.775e-06,4.275e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.977549342290495
4,41,-8.775e-06,4.725e-06,2e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,8.5e-08,6.3e-07,0.764542817967306
4,42,-8.775e-06,5.175e-06,2e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,8.5e-08,6.3e-07,0.761634342143721
4,43,-8.775e-06,5.625e-06,2.75e-07,1.7e-07,1.2e-07,2.5e-07,2e-07,1.325e-07,6.3e-07,0.531054602754999
4,44,-8.775e-06,6.075e-06,3e-07,1.7e-07,1e-07,2.5e-07,2e-07,1.25e-07,6.3e-07,0.741879863419246
4,45,-8.775e-06,6.525e-06,3e-07,1.7e-07,1e-07,2.5e-07,2e-07,1.25e-07,6.3e-07,1.46487045702486
4,46,-8.775e-06,6.975e-06,2.25e-07,1.7e-07,1.2e-07,1.5e-07,2e-07,5.75e-08,6.3e-07,1.8552069258963
4,47,-8.775e-06,7.425e-06,2e-07,1.75e-07,1.2e-07,2e-07,2e-07,7e-08,6.3e-07,0.528001901839251
4,48,-8.775e-06,7.875e-06,2e-07,1.75e-07,1.2e-07,2e-07,2e-07,7e-08,6.3e-07,0.01313085691017
4,49,-8.775e-06,8.325e-06,2.75e-07,1.8e-07,1.1e-07,2e-07,2e-07,9.75e-08,6.3e-07,0.249760019464841
4,50,-8.775e-06,8.775e-06,2.75e-07,1.75e-07,1.2e-07,1.5e-07,2e-07,8.25e-08,6.3e-07,0.511538322879193
4,51,-8.775e-06,9.225e-06,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.305852250305345
4,52,-8.775e-06,9.675e-06,2e-07,1.7e-07,1e-07,2.5e-07,2e-07,7.5e-08,6.3e-07,0.0760128047240018
4,53,-8.775e-06,1.0125e-05,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.44476470147725
4,54,-8.775e-06,1.0575e-05,2e-07,1.8e-07,1e-07,2e-07,2e-07,5e-08,6.3e-07,0.106413377216694
4,55,-8.775e-06,1.1025e-05,3e-07,1.75e-07,1e-07,1.75e-07,2e-07,8.75e-08,6.3e-07,0.302417142819026
4,56,-8.775e-06,1.1475e-05,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.527059487905019
4,57,-8.775e-06,1.1925e-05,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.603491657151741
4,58,-8.775e-06,1.2375e-05,2.5e-07,1.75e-07,1e-07,2.5e-07,2e-07,1e-07,6.3e-07,0.769641652374709
4,59,-8.775e-06,1.2825e-05,3e-07,1.75e-07,1.1e-07,1.5e-07,2e-07,8.5e-08,6.3e-07,0.216690622981061
4,60,-8.775e-06,1.3275e-05,2.75e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,1.1e-07,6.3e-07,0.397894164200872
5,1,-7.425e-06,-1.3275e-05,2.5e-07,1.7e-07,1e-07,1.75e-07,2e-07,6.25e-08,6.3e-07,0.566035575287215
5,2,-7.425e-06,-1.2825e-05,3e-07,1.75e-07,1.1e-07,1.5e-07,2e-07,8.5e-08,6.3e-07,0.113967706872732
5,3,-7.425e-06,-1.2375e-05,2e-07,1.8e-07,1.2e-07,1.75e-07,2e-07,5.75e-08,6.3e-07,0.206286466431511
5,4,-7.425e-06,-1.1925e-05,2e-07,1.75e-07,1e-07,1.5e-07,2e-07,2.5e-08,6.3e-07,0.450871632338801
5,5,-7.425e-06,-1.1475e-05,3e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.129240720977085
5,6,-7.425e-06,-1.1025e-05,3e-07,1.75e-07,1e-07,1.75e-07,2e-07,8.75e-08,6.3e-07,0.331279425254301
5,7,-7.425e-06,-1.0575e-05,3e-07,1.8e-07,1e-07,2.5e-07,2e-07,1.25e-07,6.3e-07,0.0885385273885617
5,8,-7.425e-06,-1.0125e-05,2.25e-07,1.8e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.233150396388823
5,9,-7.425e-06,-9.675e-06,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.0829169584360595
5,10,-7.425e-06,-9.225e-06,2.75e-07,1.75e-07,1.2e-07,1.5e-07,2e-07,8.25e-08,6.3e-07,0.022594827069318
5,11,-7.425e-06,-8.775e-06,2.75e-07,1.8e-07,1.1e-07,2e-07,2e-07,9.75e-08,6.3e-07,0.2286002821723
5,12,-7.425e-06,-8.325e-06,2e-07,1.75e-07,1.2e-07,2e-07,2e-07,7e-08,6.3e-07,0.462192679491288
5,13,-7.425e-06,-7.875e-06,2.75e-07,1.8e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,1.18234030270026
5,14,-7.425e-06,-7.425e-06,2.75e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,1.1e-07,6.3e-07,1.61354030382742
5,15,-7.425e-06,-6.975e-06,2e-07,1.8e-07,1.2e-07,2.5e-07,2e-07,9.5e-08,6.3e-07,1.11825453471906
5,16,-7.425e-06,-6.525e-06,2e-07,1.8e-07,1.1e-07,2.25e-07,2e-07,7.25e-08,6.3e-07,0.792427568267912
5,17,-7.425e-06,-6.075e-06,2e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,8.5e-08,6.3e-07,0.484835086880485
5,18,-7.425e-06,-5.625e-06,2.5e-07,1.7e-07,1e-07,1.5e-07,2e-07,5e-08,6.3e-07,0.518924683659772
5,19,-7.425e-06,-5.175e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.119457466577724
5,20,-7.425e-06,-4.725e-06,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.154228469099556
5,21,-7.425e-06,-4.275e-06,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.57385616232685
5,22,-7.425e-06,-3.825e-06,3e-07,1.75e-07,1.1e-07,2e-07,2e-07,1.1e-07,6.3e-07,0.504544877599702
5,23,-7.425e-06,-3.375e-06,2.5e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,1.1e-07,6.3e-07,0.183731166219841
5,24,-7.425e-06,-2.925e-06,2.5e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,1.1e-07,6.3e-07,0.0615638846249466
5,25,-7.425e-06,-2.475e-06,2.5e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,1.1e-07,6.3e-07,0.222449194794821
5,26,-7.425e-06,-2.025e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.366084663578891
5,27,-7.425e-06,-1.575e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.157894842704058
5,28,-7.425e-06,-1.125e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.0838674014599656
5,29,-7.425e-06,-6.74999999999999e-07,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.0854990323923955
5,30,-7.425e-06,-2.25e-07,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.114889064344234
5,31,-7.425e-06,2.25e-07,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.139194462339974
5,32,-7.425e-06,6.74999999999999e-07,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.14194235198947
5,33,-7.425e-06,1.125e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.123122022040582
5,34,-7.425e-06,1.575e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.0991928911561369
5,35,-7.425e-06,2.025e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.103218170350961
5,36,-7.425e-06,2.475e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.184342439008978
5,37,-7.425e-06,2.925e-06,2.5e-07,1.7e-07,1e-07,1.75e-07,2e-07,6.25e-08,6.3e-07,0.326807012225841
5,38,-7.425e-06,3.375e-06,2.5e-07,1.7e-07,1e-07,1.75e-07,2e-07,6.25e-08,6.3e-07,0.328763422115864
5,39,-7.425e-06,3.825e-06,2.5e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,1.1e-07,6.3e-07,0.390143752727515
5,40,-7.425e-06,4.275e-06,2e-07,1.75e-07,1.2e-07,2.5e-07,2e-07,9.5e-08,6.3e-07,0.377575221932693
5,41,-7.425e-06,4.725e-06,2.5e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,9.75e-08,6.3e-07,0.291783267481948
5,42,-7.425e-06,5.175e-06,2e-07,1.7e-07,1.1e-07,2e-07,2e-07,6e-08,6.3e-07,0.222506514908156
5,43,-7.425e-06,5.625e-06,2.75e-07,1.75e-07,1.1e-07,2e-07,2e-07,9.75e-08,6.3e-07,0.454625166624248
5,44,-7.425e-06,6.075e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.655253238299337
5,45,-7.425e-06,6.525e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,1.17487097891468
5,46,-7.425e-06,6.975e-06,2.25e-07,1.75e-07,1e-07,1.75e-07,2e-07,5e-08,6.3e-07,0.662442266024173
5,47,-7.425e-06,7.425e-06,2.75e-07,1.7e-07,1.2e-07,2.5e-07,2e-07,1.325e-07,6.3e-07,0.422735079720928
5,48,-7.425e-06,7.875e-06,3e-07,1.7e-07,1e-07,2.5e-07,2e-07,1.25e-07,6.3e-07,0.825959613064085
5,49,-7.425e-06,8.325e-06,2.25e-07,1.8e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,1.90749811248699
5,50,-7.425e-06,8.775e-06,2e-07,1.75e-07,1.2e-07,2e-07,2e-07,7e-08,6.3e-07,0.748194517934075
5,51,-7.425e-06,9.225e-06,2e-07,1.75e-07,1.2e-07,2e-07,2e-07,7e-08,6.3e-07,0.00476477487749719
5,52,-7.425e-06,9.675e-06,3e-07,1.7e-07,1.1e-07,1.5e-07,2e-07,8.5e-08,6.3e-07,0.36751104785488
5,53,-7.425e-06,1.0125e-05,2.75e-07,1.75e-07,1.2e-07,1.5e-07,2e-07,8.25e-08,6.3e-07,0.615068776460088
5,54,-7.425e-06,1.0575e-05,2e-07,1.7e-07,1e-07,2.5e-07,2e-07,7.5e-08,6.3e-07,0.21064925402209
5,55,-7.425e-06,1.1025e-05,2e-07,1.7e-07,1e-07,2.5e-07,2e-07,7.5e-08,6.3e-07,0.512886556849264
5,56,-7.425e-06,1.1475e-05,2e-07,1.8e-07,1e-07,2e-07,2e-07,5e-08,6.3e-07,0.2265908717213
5,57,-7.425e-06,1.1925e-05,3e-07,1.75e-07,1e-07,1.75e-07,2e-07,8.75e-08,6.3e-07,0.143883857270529
5,58,-7.425e-06,1.2375e-05,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.61747446352616
5,59,-7.425e-06,1.2825e-05,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.52402617285135
5,60,-7.425e-06,1.3275e-05,2.5e-07,1.75e-07,1e-07,2.5e-07,2e-07,1e-07,6.3e-07,0.750747946185314
6,1,-6.075e-06,-1.3275e-05,2e-07,1.8e-07,1.2e-07,1.75e-07,2e-07,5.75e-08,6.3e-07,0.718582659685814
6,2,-6.075e-06,-1.2825e-05,2e-07,1.8e-07,1.2e-07,1.75e-07,2e-07,5.75e-08,6.3e-07,0.496641197033921
6,3,-6.075e-06,-1.2375e-05,2e-07,1.75e-07,1e-07,1.5e-07,2e-07,2.5e-08,6.3e-07,0.215181999600214
6,4,-6.075e-06,-1.1925e-05,3e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.232339515258349
6,5,-6.075e-06,-1.1475e-05,3e-07,1.8e-07,1e-07,2.5e-07,2e-07,1.25e-07,6.3e-07,0.00174096654633516
6,6,-6.075e-06,-1.1025e-05,2.25e-07,1.8e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.0782231657387314
6,7,-6.075e-06,-1.0575e-05,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.0535630204637822
6,8,-6.075e-06,-1.0125e-05,2.75e-07,1.75e-07,1.2e-07,1.5e-07,2e-07,8.25e-08,6.3e-07,0.00889407886295054
6,9,-6.075e-06,-9.675e-06,2.75e-07,1.8e-07,1.1e-07,2e-07,2e-07,9.75e-08,6.3e-07,0.237663725751526
6,10,-6.075e-06,-9.225e-06,2e-07,1.75e-07,1.2e-07,2e-07,2e-07,7e-08,6.3e-07,0.602197575791385
6,11,-6.075e-06,-8.775e-06,2.75e-07,1.8e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,1.44495034096536
6,12,-6.075e-06,-8.325e-06,2e-07,1.8e-07,1.2e-07,2.5e-07,2e-07,9.5e-08,6.3e-07,1.29896247767571
6,13,-6.075e-06,-7.875e-06,2e-07,1.8e-07,1.1e-07,2.25e-07,2e-07,7.25e-08,6.3e-07,0.85130926263743
6,14,-6.075e-06,-7.425e-06,2e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,8.5e-08,6.3e-07,0.504305211289429
6,15,-6.075e-06,-6.975e-06,2.5e-07,1.7e-07,1e-07,1.5e-07,2e-07,5e-08,6.3e-07,0.436253506657838
6,16,-6.075e-06,-6.525e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.0858160411935324
6,17,-6.075e-06,-6.075e-06,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.243818941743816
6,18,-6.075e-06,-5.625e-06,3e-07,1.75e-07,1.1e-07,2e-07,2e-07,1.1e-07,6.3e-07,0.507512378930546
6,19,-6.075e-06,-5.175e-06,2.5e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,1.1e-07,6.3e-07,0.0791092950317915
6,20,-6.075e-06,-4.725e-06,2.5e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,1.1e-07,6.3e-07,0.141277404968272
6,21,-6.075e-06,-4.275e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.252220979458079
6,22,-6.075e-06,-3.825e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.191034055379778
6,23,-6.075e-06,-3.375e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.596336550881379
6,24,-6.075e-06,-2.925e-06,2e-07,1.7e-07,1e-07,2.5e-07,2e-07,7.5e-08,6.3e-07,0.192598401812553
6,25,-6.075e-06,-2.475e-06,2e-07,1.7e-07,1e-07,2.5e-07,2e-07,7.5e-08,6.3e-07,0.0631368751365734
6,26,-6.075e-06,-2.025e-06,2e-07,1.7e-07,1e-07,2.5e-07,2e-07,7.5e-08,6.3e-07,0.183930837969731
6,27,-6.075e-06,-1.575e-06,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.211574346955046
6,28,-6.075e-06,-1.125e-06,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.328077675730074
6,29,-6.075e-06,-6.74999999999999e-07,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.489025484075658
6,30,-6.075e-06,-2.25e-07,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.641557984160256
6,31,-6.075e-06,2.25e-07,2.75e-07,1.75e-07,1.2e-07,1.5e-07,2e-07,8.25e-08,6.3e-07,0.66538148152217
6,32,-6.075e-06,6.74999999999999e-07,2.75e-07,1.75e-07,1.2e-07,1.5e-07,2e-07,8.25e-08,6.3e-07,0.706827071476611
6,33,-6.075e-06,1.125e-06,2.75e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,1.225e-07,6.3e-07,0.735349471900892
6,34,-6.075e-06,1.575e-06,2.75e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,1.225e-07,6.3e-07,0.713885317039644
6,35,-6.075e-06,2.025e-06,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.68973205496845
6,36,-6.075e-06,2.475e-06,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.651088831260606
6,37,-6.075e-06,2.925e-06,2e-07,1.7e-07,1e-07,2.5e-07,2e-07,7.5e-08,6.3e-07,0.475687742932497
6,38,-6.075e-06,3.375e-06,3e-07,1.8e-07,1e-07,2.25e-07,2e-07,1.125e-07,6.3e-07,0.353953883788376
6,39,-6.075e-06,3.825e-06,3e-07,1.8e-07,1e-07,2.25e-07,2e-07,1.125e-07,6.3e-07,0.314027177066665
6,40,-6.075e-06,4.275e-06,3e-07,1.8e-07,1e-07,2.25e-07,2e-07,1.125e-07,6.3e-07,0.611761229280526
6,41,-6.075e-06,4.725e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.267678535908429
6,42,-6.075e-06,5.175e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.267239654833315
6,43,-6.075e-06,5.625e-06,2.5e-07,1.7e-07,1e-07,1.75e-07,2e-07,6.25e-08,6.3e-07,0.18569724109653
6,44,-6.075e-06,6.075e-06,2e-07,1.75e-07,1.2e-07,2.5e-07,2e-07,9.5e-08,6.3e-07,0.514192680779437
6,45,-6.075e-06,6.525e-06,2.5e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,9.75e-08,6.3e-07,0.216768922516535
6,46,-6.075e-06,6.975e-06,2e-07,1.7e-07,1.1e-07,2e-07,2e-07,6e-08,6.3e-07,0.241357216230759
6,47,-6.075e-06,7.425e-06,2.75e-07,1.75e-07,1.1e-07,2e-07,2e-07,9.75e-08,6.3e-07,0.635590040022721
6,48,-6.075e-06,7.875e-06,2.25e-07,1.75e-07,1e-07,1.75e-07,2e-07,5e-08,6.3e-07,1.18046898005054
6,49,-6.075e-06,8.325e-06,2.25e-07,1.75e-07,1e-07,1.75e-07,2e-07,5e-08,6.3e-07,0.551954724794278
6,50,-6.075e-06,8.775e-06,2.75e-07,1.7e-07,1.2e-07,2.5e-07,2e-07,1.325e-07,6.3e-07,0.384582543434891
6,51,-6.075e-06,9.225e-06,3e-07,1.7e-07,1e-07,2.5e-07,2e-07,1.25e-07,6.3e-07,1.3141056328551
6,52,-6.075e-06,9.675e-06,2e-07,1.75e-07,1.2e-07,2e-07,2e-07,7e-08,6.3e-07,1.31947719236921
6,53,-6.075e-06,1.0125e-05,2e-07,1.75e-07,1.2e-07,2e-07,2e-07,7e-08,6.3e-07,0.03927312630919
6,54,-6.075e-06,1.0575e-05,2.75e-07,1.8e-07,1.1e-07,2e-07,2e-07,9.75e-08,6.3e-07,0.311854592773639
6,55,-6.075e-06,1.1025e-05,2.75e-07,1.75e-07,1.2e-07,1.5e-07,2e-07,8.25e-08,6.3e-07,0.667676910872946
6,56,-6.075e-06,1.1475e-05,2e-07,1.7e-07,1e-07,2.5e-07,2e-07,7.5e-08,6.3e-07,0.171610659753508
6,57,-6.075e-06,1.1925e-05,2.25e-07,1.8e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.587597382225947
6,58,-6.075e-06,1.2375e-05,2e-07,1.8e-07,1e-07,2e-07,2e-07,5e-08,6.3e-07,0.12442683444148
6,59,-6.075e-06,1.2825e-05,3e-07,1.75e-07,1e-07,1.75e-07,2e-07,8.75e-08,6.3e-07,0.417942465763622
6,60,-6.075e-06,1.3275e-05,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.342013500872631
7,1,-4.725e-06,-1.3275e-05,2.25e-07,1.75e-07,1e-07,1.5e-07,2e-07,3.75e-08,6.3e-07,0.739231021911175
7,2,-4.725e-06,-1.2825e-05,3e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.280132485988544
7,3,-4.725e-06,-1.2375e-05,3e-07,1.75e-07,1e-07,1.75e-07,2e-07,8.75e-08,6.3e-07,0.38409898668074
7,4,-4.725e-06,-1.1925e-05,3e-07,1.8e-07,1e-07,2.5e-07,2e-07,1.25e-07,6.3e-07,0.114608817952216
7,5,-4.725e-06,-1.1475e-05,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.408958134563106
7,6,-4.725e-06,-1.1025e-05,2.25e-07,1.7e-07,1e-07,2e-07,2e-07,6.25e-08,6.3e-07,0.373503572134382
7,7,-4.725e-06,-1.0575e-05,2e-07,1.8e-07,1e-07,1.75e-07,2e-07,3.75e-08,6.3e-07,0.0877708329078202
7,8,-4.725e-06,-1.0125e-05,2.75e-07,1.8e-07,1.1e-07,2e-07,2e-07,9.75e-08,6.3e-07,0.320717623686603
7,9,-4.725e-06,-9.675e-06,2.75e-07,1.8e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.909745769435565
7,10,-4.725e-06,-9.225e-06,2.75e-07,1.75e-07,1.1e-07,2.25e-07,2e-07,1.1e-07,6.3e-07,1.38549467841571
7,11,-4.725e-06,-8.775e-06,2e-07,1.8e-07,1.1e-07,2.25e-07,2e-07,7.25e-08,6.3e-07,1.00758737905754
7,12,-4.725e-06,-8.325e-06,2e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,8.5e-08,6.3e-07,0.558541092581276
7,13,-4.725e-06,-7.875e-06,2.5e-07,1.7e-07,1e-07,1.5e-07,2e-07,5e-08,6.3e-07,0.390286517753812
7,14,-4.725e-06,-7.425e-06,2.75e-07,1.75e-07,1e-07,2e-07,2e-07,8.75e-08,6.3e-07,0.0869771160209051
7,15,-4.725e-06,-6.975e-06,2.75e-07,1.8e-07,1.1e-07,1.75e-07,2e-07,8.5e-08,6.3e-07,0.39552629045281
7,16,-4.725e-06,-6.525e-06,2.5e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,1.1e-07,6.3e-07,0.385932298176762
7,17,-4.725e-06,-6.075e-06,2.5e-07,1.8e-07,1.1e-07,2.5e-07,2e-07,1.1e-07,6.3e-07,0.0295759499017441
7,18,-4.725e-06,-5.625e-06,2e-07,1.8e-07,1e-07,2e-07,2e-07,5e-08,6.3e-07,0.244402252663621
7,19,-4.725e-06,-5.175e-06,3e-07,1.7e-07,1.1e-07,2.25e-07,2e-07,1.225e-07,6.3e-07,0.32611713389007
